Location,Price,Bathrooms,Car Parks,Size,Furnishing,Type,No_of_Bedrooms,No_of_servant_rooms,studio_apartment,Property Type Supergroup,type,size_type
Mont Kiara,800000,2,1,1290.09,Fully Furnished,Built-up,2,1,0,Condominium,Silver,Medium
Cheras,479000,2,2,1018.018,Unfurnished,Built-up,3,0,0,Condominium,Bronze,Medium
Ampang,1550000,4,2,3600.0,Partly Furnished,Land area,5,1,0,Semi-detached House,Gold,Large
Jalan Ipoh,420000,2,1,1068.068,Fully Furnished,Built-up,3,0,0,Condominium,Bronze,Medium
Wangsa Maju,730000,2,2,1206.006,Partly Furnished,Land area,3,0,0,Condominium,Silver,Medium
Setapak,580000,3,2,1408.008,Partly Furnished,Built-up,4,0,0,Condominium,Bronze,Medium
Taman Tun Dr Ismail,570000,2,1,1326.026,Fully Furnished,Built-up,3,0,0,Condominium,Bronze,Medium
Sri Petaling,388000,2,1,1129.029,Partly Furnished,Built-up,3,0,0,Condominium,Bronze,Medium
Jalan Ipoh,645000,3,1,1504.004,Partly Furnished,Built-up,3,1,0,Condominium,Silver,Large
Jalan Ipoh,538000,2,1,1270.07,Partly Furnished,Built-up,3,0,0,Condominium,Bronze,Medium
Bukit Jalil,530000,2,2,1003.003,Unfurnished,Built-up,3,0,0,Condominium,Bronze,Medium
Kepong,330000,3,2,1400.0,Partly Furnished,Built-up,3,0,0,Terrace/Link House,Bronze,Medium
Dutamas,895000,4,2,1520.02,Fully Furnished,Built-up,3,1,0,Condominium,Silver,Large
Mont Kiara,1200000,2,2,1756.056,Fully Furnished,Built-up,3,1,0,Condominium,Gold,Large
Mont Kiara,1100000,3,2,2036.036,Fully Furnished,Built-up,3,1,0,Condominium,Silver,Large
Wangsa Maju,400000,2,1,1162.062,Unfurnished,Built-up,3,0,0,Condominium,Bronze,Medium
Kepong,570000,2,1,1109.009,Fully Furnished,Built-up,3,0,0,Condominium,Bronze,Medium
Kepong,370000,2,1,850.05,Partly Furnished,Built-up,3,0,0,Apartment,Bronze,Small
Kepong,530000,2,4,1650.05,Partly Furnished,Land area,3,0,0,Terrace/Link House,Bronze,Large
Jalan Klang Lama (Old Klang Road),1900,2,2,1096.096,Partly Furnished,Built-up,3,0,0,Serviced Residence,Bronze,Medium
Kepong,1180000,3,4,48.575,Partly Furnished,Land area,4,0,0,Terrace/Link House,Silver,Small
Mont Kiara,670000,2,1,1048.048,Fully Furnished,Built-up,2,0,0,Condominium,Silver,Medium
Kepong,538000,2,4,1300.0,Unknown,Built-up,3,0,0,Terrace/Link House,Bronze,Medium
Kepong,628000,2,6,49.575,Partly Furnished,Land area,5,0,0,Terrace/Link House,Silver,Small
Kepong,750000,2,4,51.08,Partly Furnished,Land area,2,0,0,Terrace/Link House,Silver,Small
Cheras,610000,2,1,986.086,Fully Furnished,Built-up,2,0,0,Serviced Residence,Bronze,Medium
Cheras,598000,2,1,985.085,Fully Furnished,Built-up,1,1,0,Serviced Residence,Bronze,Medium
Cheras,625000,2,2,1300.0,Partly Furnished,Built-up,3,0,0,Serviced Residence,Silver,Medium
Bukit Jalil,430000,2,1,1018.018,Partly Furnished,Land area,2,0,0,Apartment,Bronze,Medium
KLCC,1350000,1,1,679.079,Fully Furnished,Built-up,1,0,0,Serviced Residence,Gold,Small
KLCC,1723000,1,1,700.0,Partly Furnished,Built-up,1,0,0,Serviced Residence,Gold,Small
KLCC,1995000,1,1,808.008,Partly Furnished,Built-up,1,1,0,Serviced Residence,Gold,Small
Bukit Jalil,500000,2,1,994.094,Fully Furnished,Land area,2,0,0,Apartment,Bronze,Medium
KL City,1100000,2,1,1076.076,Fully Furnished,Built-up,2,1,0,Serviced Residence,Silver,Medium
KLCC,1750000,2,1,1110.01,Fully Furnished,Built-up,2,0,0,Serviced Residence,Gold,Medium
KLCC,2050000,3,2,1800.0,Fully Furnished,Built-up,3,0,0,Serviced Residence,Gold,Large
KLCC,880000,1,1,601.001,Fully Furnished,Built-up,2,0,0,Serviced Residence,Silver,Small
KLCC,730000,1,1,603.003,Fully Furnished,Built-up,1,0,0,Serviced Residence,Silver,Small
KLCC,2680000,3,2,3095.095,Partly Furnished,Built-up,3,1,0,Serviced Residence,Gold,Large
Segambut,660000,2,2,1019.019,Partly Furnished,Built-up,3,0,0,Condominium,Silver,Medium
KLCC,1090000,3,2,1313.013,Fully Furnished,Built-up,2,2,0,Serviced Residence,Silver,Medium
KLCC,1289000,3,2,1701.001,Unfurnished,Built-up,3,1,0,Serviced Residence,Gold,Large
KLCC,1299000,3,2,1701.001,Unfurnished,Built-up,3,1,0,Serviced Residence,Gold,Large
KLCC,1300000,3,2,1701.001,Unfurnished,Built-up,3,1,0,Serviced Residence,Gold,Large
KLCC,1299000,4,2,1701.001,Unfurnished,Built-up,3,1,0,Serviced Residence,Gold,Large
KLCC,829000,3,1,1055.055,Unfurnished,Built-up,2,1,0,Serviced Residence,Silver,Medium
KLCC,560000,1,1,624.024,Partly Furnished,Built-up,1,0,0,Serviced Residence,Bronze,Small
Taman Desa,630000,2,1,935.035,Fully Furnished,Built-up,3,0,0,Serviced Residence,Silver,Small
KLCC,1490000,3,2,1755.055,Partly Furnished,Built-up,3,1,0,Serviced Residence,Gold,Large
Setapak,420000,1,1,689.089,Partly Furnished,Built-up,1,1,0,Serviced Residence,Bronze,Small
Bukit Jalil,660000,3,2,1500.0,Partly Furnished,Built-up,3,1,0,Condominium,Silver,Large
Bukit Bintang,3700000,5,2,2405.005,Fully Furnished,Built-up,3,1,0,Serviced Residence,Deluxe,Large
Bukit Bintang,4000000,3,1,1509.009,Fully Furnished,Built-up,2,0,0,Serviced Residence,Deluxe,Large
City Centre,2400000,2,1,1614.014,Fully Furnished,Built-up,2,1,0,Serviced Residence,Gold,Large
KLCC,2300000,1,1,1076.076,Fully Furnished,Built-up,1,1,0,Serviced Residence,Gold,Medium
KLCC,3252000,2,2,1668.068,Partly Furnished,Built-up,2,1,0,Serviced Residence,Gold,Large
KLCC,1780000,4,2,2411.011,Partly Furnished,Built-up,3,1,0,Condominium,Gold,Large
KLCC,2500000,4,2,1932.032,Fully Furnished,Built-up,2,1,0,Serviced Residence,Gold,Large
KLCC,3500000,5,3,3439.039,Partly Furnished,Built-up,3,1,0,Condominium,Deluxe,Large
KLCC,960000,1,1,900.0,Fully Furnished,Built-up,1,1,0,Serviced Residence,Silver,Small
KLCC,900000,1,1,809.009,Partly Furnished,Built-up,1,0,0,Serviced Residence,Silver,Small
KLCC,1100000,3,2,1313.013,Partly Furnished,Built-up,2,1,0,Serviced Residence,Silver,Medium
KLCC,2000000,2,2,1626.026,Fully Furnished,Built-up,3,0,0,Serviced Residence,Gold,Large
KL City,900000,1,1,646.046,Fully Furnished,Built-up,1,0,0,Serviced Residence,Silver,Small
Bukit Bintang,2600000,2,1,1307.007,Fully Furnished,Built-up,2,0,0,Serviced Residence,Gold,Medium
Bukit Bintang,4200000,5,2,2645.045,Partly Furnished,Built-up,3,1,0,Serviced Residence,Deluxe,Large
Bangsar South,650000,1,1,681.081,Partly Furnished,Built-up,1,1,0,Serviced Residence,Silver,Small
Bangsar South,625000,1,1,565.065,Partly Furnished,Built-up,1,0,0,Serviced Residence,Silver,Small
Setiawangsa,2290000,5,2,4000.0,Partly Furnished,Land area,4,0,0,Bungalow,Gold,Extra Large
Bangsar,750000,1,1,784.084,Fully Furnished,Built-up,1,0,0,Serviced Residence,Silver,Small
KLCC,3050000,3,2,2343.043,Fully Furnished,Built-up,4,0,0,Serviced Residence,Gold,Large
Kepong,330000,2,1,1330.03,Partly Furnished,Built-up,3,0,0,Apartment,Bronze,Medium
Segambut,370000,2,1,1160.06,Partly Furnished,Built-up,3,0,0,Apartment,Bronze,Medium
Kuchai Lama,240000,2,10,750.05,Partly Furnished,Built-up,3,0,0,Flat,Bronze,Small
Jalan Kuching,300000,2,1,1100.0,Partly Furnished,Built-up,3,0,0,Apartment,Bronze,Medium
Dutamas,465000,2,1,1200.0,Partly Furnished,Built-up,3,0,0,Condominium,Bronze,Medium
Kepong,370000,2,1,1001.001,Partly Furnished,Built-up,2,1,0,Apartment,Bronze,Medium
Jinjang,315000,2,1,855.055,Partly Furnished,Built-up,3,0,0,Apartment,Bronze,Small
Kepong,365000,2,1,1010.01,Partly Furnished,Built-up,3,0,0,Apartment,Bronze,Medium
Setapak,390000,2,1,1231.031,Partly Furnished,Built-up,3,0,0,Condominium,Bronze,Medium
Setapak,395000,2,1,1207.007,Partly Furnished,Built-up,3,0,0,Condominium,Bronze,Medium
KL Sentral,1100000,1,1,913.013,Fully Furnished,Built-up,1,1,0,Condominium,Silver,Small
Bangsar South,1200000,2,1,1119.019,Unfurnished,Built-up,3,0,0,Serviced Residence,Gold,Medium
Setapak,290000,2,1,845.045,Partly Furnished,Built-up,3,0,0,Condominium,Bronze,Small
Setapak,295000,2,1,845.045,Partly Furnished,Built-up,3,0,0,Condominium,Bronze,Small
Bangsar South,650000,2,1,823.023,Partly Furnished,Built-up,2,0,0,Serviced Residence,Silver,Small
Setapak,325000,2,1,845.045,Partly Furnished,Built-up,3,0,0,Condominium,Bronze,Small
Sentul,650000,2,2,1079.079,Partly Furnished,Built-up,3,0,0,Condominium,Silver,Medium
Jalan Sultan Ismail,730000,2,1,924.024,Partly Furnished,Built-up,2,0,0,Serviced Residence,Silver,Small
Wangsa Maju,870000,3,1,1647.047,Fully Furnished,Built-up,3,1,0,Condominium,Silver,Large
Bukit Jalil,610000,2,2,1404.004,Partly Furnished,Land area,3,0,0,Condominium,Bronze,Medium
KL Sentral,1600000,2,1,1259.059,Partly Furnished,Built-up,1,1,0,Serviced Residence,Gold,Medium
KL Sentral,2600000,3,2,1787.087,Fully Furnished,Built-up,3,1,0,Serviced Residence,Gold,Large
Sentul,680000,2,2,738.038,Partly Furnished,Built-up,2,0,0,Condominium,Silver,Small
Cheras,990000,4,2,1672.072,Unfurnished,Built-up,4,1,0,Condominium,Silver,Large
Mont Kiara,8500000,6,5,9171.071,Fully Furnished,Land area,6,0,0,Bungalow,Deluxe,Extra Large
Wangsa Maju,1140000,4,2,1719.019,Unfurnished,Built-up,3,1,0,Condominium,Silver,Large
Cheras,1250000,4,5,2059.059,Unfurnished,Built-up,4,1,0,Condominium,Gold,Large
Taman Desa,1600000,4,2,1784.084,Fully Furnished,Built-up,3,1,0,Condominium,Gold,Large
Bangsar,1380000,2,2,1590.09,Fully Furnished,Built-up,2,1,0,Condominium,Gold,Large
Sentul,1000000,3,1,1238.038,Unfurnished,Built-up,3,0,0,Condominium,Silver,Medium
Mont Kiara,680000,2,1,1200.0,Partly Furnished,Built-up,3,0,0,Condominium,Silver,Medium
Mont Kiara,1080000,2,1,1400.0,Partly Furnished,Built-up,3,1,0,Condominium,Silver,Medium
Taman Tun Dr Ismail,670000,2,1,1281.081,Partly Furnished,Built-up,3,0,0,Condominium,Silver,Medium
Taman Tun Dr Ismail,4390000,8,4,9100.0,Partly Furnished,Land area,6,1,0,Bungalow,Deluxe,Extra Large
Taman Melawati,2550000,7,6,4618.018,Partly Furnished,Land area,5,2,0,Terrace/Link House,Gold,Extra Large
Taman Tun Dr Ismail,710000,2,1,1453.053,Partly Furnished,Built-up,3,0,0,Condominium,Silver,Large
Taman Tun Dr Ismail,700000,2,1,1281.081,Partly Furnished,Built-up,3,0,0,Condominium,Silver,Medium
Mont Kiara,2600000,5,3,3041.041,Partly Furnished,Built-up,4,1,0,Condominium,Gold,Large
Mont Kiara,7500000,7,3,6200.0,Partly Furnished,Land area,7,1,0,Bungalow,Deluxe,Extra Large
Taman Tun Dr Ismail,700000,2,1,1281.081,Partly Furnished,Built-up,3,0,0,Condominium,Silver,Medium
Damansara Heights,3700000,4,2,5300.0,Partly Furnished,Land area,4,1,0,Semi-detached House,Deluxe,Extra Large
Mont Kiara,850000,2,2,1268.068,Fully Furnished,Built-up,3,0,0,Condominium,Silver,Medium
Mont Kiara,1860000,6,3,2405.005,Partly Furnished,Built-up,4,1,0,Condominium,Gold,Large
Bangsar,5350000,5,3,3570.07,Partly Furnished,Built-up,4,1,0,Condominium,Deluxe,Large
Bangsar,4530000,4,3,3237.037,Partly Furnished,Built-up,3,1,0,Condominium,Deluxe,Large
Bangsar,4000000,5,3,3600.0,Partly Furnished,Built-up,4,1,0,Condominium,Deluxe,Large
Bangsar,4130000,4,2,2950.05,Partly Furnished,Built-up,3,1,0,Condominium,Deluxe,Large
Bukit Bintang,670000,2,1,1456.056,Partly Furnished,Built-up,2,0,0,Condominium,Silver,Large
Sri Hartamas,3480000,5,4,3700.0,Unfurnished,Land area,5,1,0,Semi-detached House,Deluxe,Large
Seputeh,2600,2,1,1000.0,Fully Furnished,Built-up,2,0,0,Condominium,Bronze,Medium
Mont Kiara,1200000,2,2,1564.064,Fully Furnished,Built-up,3,0,0,Condominium,Gold,Large
Dutamas,530000,2,2,1460.06,Unfurnished,Built-up,3,0,0,Condominium,Bronze,Large
Jalan Klang Lama (Old Klang Road),560000,2,1,852.052,Partly Furnished,Built-up,2,0,0,Serviced Residence,Bronze,Small
Jalan Klang Lama (Old Klang Road),657000,2,2,1094.094,Partly Furnished,Built-up,3,1,0,Serviced Residence,Silver,Medium
Jalan Klang Lama (Old Klang Road),657000,2,2,1094.094,Fully Furnished,Built-up,3,1,0,Serviced Residence,Silver,Medium
KL Sentral,1580000,2,1,1087.087,Partly Furnished,Built-up,1,1,0,Serviced Residence,Gold,Medium
Bukit Jalil,630000,2,2,1079.079,Partly Furnished,Built-up,3,0,0,Condominium,Silver,Medium
Damansara Heights,1700000,2,1,1808.008,Partly Furnished,Built-up,1,0,0,Condominium,Gold,Large
Ampang Hilir,2600000,3,3,2260.06,Fully Furnished,Built-up,3,2,0,Condominium,Gold,Large
KLCC,2150000,5,2,2399.099,Fully Furnished,Built-up,3,1,0,Condominium,Gold,Large
Bangsar,2050000,3,2,53.585,Partly Furnished,Land area,4,0,0,Terrace/Link House,Gold,Small
Mont Kiara,1750000,4,2,2735.035,Partly Furnished,Built-up,4,1,0,Condominium,Gold,Large
Jalan Klang Lama (Old Klang Road),537000,2,1,797.097,Unfurnished,Built-up,2,0,0,Serviced Residence,Bronze,Small
Segambut,1900000,8,5,4068.068,Unfurnished,Built-up,5,1,0,Terrace/Link House,Gold,Extra Large
Segambut,553000,2,2,958.058,Unfurnished,Built-up,3,0,0,Serviced Residence,Bronze,Small
Taman Desa,460000,2,1,604.004,Unfurnished,Built-up,2,0,0,Serviced Residence,Bronze,Small
Sentul,370000,2,1,743.043,Unfurnished,Built-up,2,0,0,Serviced Residence,Bronze,Small
Cheras,1300000,4,2,48.575,Partly Furnished,Land area,5,1,0,Terrace/Link House,Gold,Small
Cheras,639000,3,2,897.097,Partly Furnished,Built-up,2,0,0,Serviced Residence,Silver,Small
KLCC,1170000,1,1,840.04,Fully Furnished,Built-up,2,0,0,Serviced Residence,Silver,Small
Bangsar,1000000,2,2,1100.0,Fully Furnished,Built-up,2,0,0,Condominium,Silver,Medium
Bangsar,1000000,2,1,1200.0,Fully Furnished,Built-up,2,1,0,Condominium,Silver,Medium
Taman Desa,2300000,4,5,50000.0,Partly Furnished,Built-up,6,0,0,Semi-detached House,Gold,Extra Large
Bukit Jalil,360000,2,1,818.018,Partly Furnished,Land area,2,1,0,Apartment,Bronze,Small
Sri Petaling,420000,2,1,47.08,Partly Furnished,Land area,3,0,0,Terrace/Link House,Bronze,Small
Sri Petaling,520000,2,1,1089.089,Fully Furnished,Built-up,3,0,0,Apartment,Bronze,Medium
Jalan Klang Lama (Old Klang Road),938000,2,2,1663.063,Unfurnished,Built-up,3,0,0,Condominium,Silver,Large
Dutamas,1035000,4,2,1710.01,Partly Furnished,Built-up,3,1,0,Condominium,Silver,Large
Dutamas,1040000,4,2,1876.076,Partly Furnished,Built-up,3,1,0,Condominium,Silver,Large
Dutamas,1053000,4,2,1876.076,Partly Furnished,Built-up,3,1,0,Condominium,Silver,Large
Dutamas,1400000,4,3,2412.012,Partly Furnished,Built-up,3,1,0,Condominium,Gold,Large
Dutamas,1200000,4,2,2070.07,Partly Furnished,Built-up,4,1,0,Condominium,Gold,Large
Dutamas,1560000,5,3,3020.02,Partly Furnished,Built-up,4,1,0,Condominium,Gold,Large
Desa ParkCity,1450000,3,2,1680.08,Fully Furnished,Built-up,3,1,0,Condominium,Gold,Large
Desa ParkCity,1480000,3,2,1777.077,Partly Furnished,Built-up,3,1,0,Condominium,Gold,Large
Jalan Klang Lama (Old Klang Road),730000,2,2,1392.092,Partly Furnished,Built-up,3,0,0,Condominium,Silver,Medium
Bukit Jalil,330000,2,1,732.032,Partly Furnished,Land area,2,0,0,Apartment,Bronze,Small
Bukit Jalil,630000,1,1,721.021,Partly Furnished,Land area,1,1,0,Serviced Residence,Silver,Small
Bukit Jalil,850000,2,2,1025.025,Partly Furnished,Land area,2,0,0,Serviced Residence,Silver,Medium
Sungai Besi,750000,2,2,1319.019,Partly Furnished,Land area,2,1,0,Serviced Residence,Silver,Medium
Sungai Besi,475000,1,1,780.08,Partly Furnished,Land area,1,0,0,Serviced Residence,Bronze,Small
Bukit Jalil,1000000,2,2,1254.054,Partly Furnished,Land area,3,1,0,Serviced Residence,Silver,Medium
Sungai Besi,475000,1,1,750.05,Partly Furnished,Land area,1,0,0,Serviced Residence,Bronze,Small
Sungai Besi,715000,2,2,1130.03,Fully Furnished,Land area,3,0,0,Serviced Residence,Silver,Medium
Sungai Besi,670000,2,2,1250.05,Fully Furnished,Land area,2,0,0,Serviced Residence,Silver,Medium
Sungai Besi,675000,2,2,1655.055,Partly Furnished,Land area,2,1,0,Serviced Residence,Silver,Large
Bukit Jalil,950000,2,2,1170.07,Partly Furnished,Land area,3,0,0,Serviced Residence,Silver,Medium
Sungai Besi,800000,3,2,1430.03,Partly Furnished,Land area,3,0,0,Serviced Residence,Silver,Large
Jalan Klang Lama (Old Klang Road),570000,2,2,875.075,Fully Furnished,Land area,2,0,0,Serviced Residence,Bronze,Small
Bukit Jalil,930000,3,3,1513.013,Partly Furnished,Land area,4,0,0,Condominium,Silver,Large
Jalan Klang Lama (Old Klang Road),760000,3,2,1313.013,Partly Furnished,Land area,3,1,0,Condominium,Silver,Medium
Sungai Besi,510000,2,2,935.035,Partly Furnished,Land area,3,0,0,Condominium,Bronze,Small
Jalan Klang Lama (Old Klang Road),640000,2,2,935.035,Partly Furnished,Land area,3,0,0,Condominium,Silver,Small
Jalan Klang Lama (Old Klang Road),660000,2,2,1094.094,Partly Furnished,Land area,3,1,0,Serviced Residence,Silver,Medium
Bangsar South,980000,2,1,1119.019,Partly Furnished,Built-up,3,0,0,Serviced Residence,Silver,Medium
Jalan Kuching,700000,3,4,48.575,Partly Furnished,Land area,4,0,0,Terrace/Link House,Silver,Small
Jalan Kuching,750000,3,2,48.575,Unfurnished,Land area,4,0,0,Terrace/Link House,Silver,Small
Jalan Ipoh,1650000,4,4,51.08,Partly Furnished,Land area,4,1,0,Terrace/Link House,Gold,Small
Ampang Hilir,2500000,3,2,2271.071,Fully Furnished,Built-up,3,1,0,Condominium,Gold,Large
Bukit Jalil,930000,2,2,1170.07,Partly Furnished,Built-up,3,0,0,Serviced Residence,Silver,Medium
Bukit Jalil,1050000,2,2,1301.001,Partly Furnished,Built-up,3,0,0,Serviced Residence,Silver,Medium
Bukit Jalil,858000,2,2,1025.025,Partly Furnished,Built-up,2,1,0,Serviced Residence,Silver,Medium
Kepong,558000,2,2,1880.08,Partly Furnished,Built-up,4,0,0,Terrace/Link House,Bronze,Large
Kuchai Lama,799000,2,2,1150.05,Partly Furnished,Built-up,3,0,0,Condominium,Silver,Medium
Kuchai Lama,1230000,3,3,1894.094,Partly Furnished,Built-up,3,0,0,Condominium,Gold,Large
Cheras,468000,2,2,1018.018,Unfurnished,Built-up,3,0,0,Condominium,Bronze,Medium
Mont Kiara,2750000,4,3,3541.041,Fully Furnished,Built-up,4,1,0,Condominium,Gold,Large
Cheras,660000,2,2,1394.094,Fully Furnished,Built-up,3,1,0,Condominium,Silver,Medium
Dutamas,740000,1,1,672.072,Fully Furnished,Built-up,1,0,0,Serviced Residence,Silver,Small
Taman Tun Dr Ismail,850000,2,1,876.076,Partly Furnished,Built-up,2,0,0,Serviced Residence,Silver,Small
Taman Tun Dr Ismail,1480000,4,2,1840.04,Partly Furnished,Built-up,3,1,0,Serviced Residence,Gold,Large
Segambut,1550000,3,4,3700.0,Partly Furnished,Land area,4,0,0,Semi-detached House,Gold,Large
Bandar Menjalara,380000,2,1,925.025,Partly Furnished,Built-up,3,1,0,Serviced Residence,Bronze,Small
Mont Kiara,1999000,4,2,2243.043,Fully Furnished,Built-up,3,1,0,Condominium,Gold,Large
Cheras,589000,2,1,920.02,Fully Furnished,Built-up,2,1,0,Serviced Residence,Bronze,Small
Taman Tun Dr Ismail,1200000,2,2,779.079,Partly Furnished,Built-up,2,0,0,Serviced Residence,Gold,Small
Titiwangsa,580000,2,1,1100.0,Partly Furnished,Built-up,3,0,0,Serviced Residence,Bronze,Medium
Mont Kiara,3200000,6,5,4500.0,Fully Furnished,Built-up,5,2,0,Condominium,Gold,Extra Large
KLCC,3180000,4,3,3000.0,Partly Furnished,Built-up,3,1,0,Serviced Residence,Gold,Large
Mont Kiara,760000,2,1,1000.0,Fully Furnished,Built-up,2,0,0,Condominium,Silver,Medium
Mont Kiara,1750000,4,2,2800.0,Fully Furnished,Built-up,4,1,0,Condominium,Gold,Large
Mont Kiara,1100000,3,2,1550.05,Fully Furnished,Built-up,3,1,0,Condominium,Silver,Large
Ampang,1110000,2,1,1066.066,Fully Furnished,Built-up,2,0,0,Serviced Residence,Silver,Medium
Sri Petaling,850000,3,2,48.575,Partly Furnished,Land area,4,0,0,Terrace/Link House,Silver,Small
Cheras,900000,3,2,48.575,Partly Furnished,Land area,4,1,0,Terrace/Link House,Silver,Small
Cheras,660000,2,2,1478.078,Partly Furnished,Built-up,3,1,0,Condominium,Silver,Large
Cheras,630000,2,2,1478.078,Unfurnished,Built-up,3,1,0,Condominium,Silver,Large
Bukit Jalil,1000000,2,2,1025.025,Partly Furnished,Built-up,2,1,0,Serviced Residence,Silver,Medium
Kepong,640000,2,2,1292.092,Unfurnished,Built-up,3,1,0,Serviced Residence,Silver,Medium
Cheras,300000,2,1,958.058,Partly Furnished,Built-up,3,0,0,Condominium,Bronze,Small
Cheras,309000,2,1,780.08,Unfurnished,Built-up,3,0,0,Apartment,Bronze,Small
Cheras,950000,2,1,883.083,Partly Furnished,Land area,2,0,0,Serviced Residence,Silver,Small
Desa ParkCity,4330000,5,5,4500.0,Partly Furnished,Built-up,4,1,0,Terrace/Link House,Deluxe,Extra Large
Desa ParkCity,1550000,3,2,1900.0,Fully Furnished,Built-up,3,0,0,Terrace/Link House,Gold,Large
Mont Kiara,850000,2,1,1250.05,Fully Furnished,Built-up,3,0,0,Serviced Residence,Silver,Medium
Dutamas,1100000,2,2,1050.05,Fully Furnished,Built-up,1,1,0,Condominium,Silver,Medium
Desa ParkCity,1650000,3,2,1900.0,Fully Furnished,Built-up,3,0,0,Terrace/Link House,Gold,Large
Desa Pandan,1050000,2,2,1410.01,Partly Furnished,Built-up,2,1,0,Serviced Residence,Silver,Medium
Ampang,1000000,2,1,1041.041,Fully Furnished,Built-up,2,0,0,Serviced Residence,Silver,Medium
Country Heights Damansara,8800000,6,10,12000.0,Fully Furnished,Land area,5,2,0,Bungalow,Deluxe,Extra Large
Bukit Bintang,1380000,4,2,1507.007,Fully Furnished,Built-up,3,1,0,Serviced Residence,Gold,Large
Bukit Bintang,1350000,3,2,1488.088,Fully Furnished,Built-up,3,0,0,Serviced Residence,Gold,Large
Bangsar,8580000,6,4,5200.0,Unfurnished,Built-up,4,1,0,Condominium,Deluxe,Extra Large
Bukit Bintang,1380000,4,2,1661.061,Fully Furnished,Built-up,4,1,0,Serviced Residence,Gold,Large
Bukit Bintang,850000,2,2,1044.044,Fully Furnished,Built-up,2,0,0,Serviced Residence,Silver,Medium
Bukit Bintang,700000,1,1,750.05,Fully Furnished,Built-up,1,0,0,Serviced Residence,Silver,Small
Bukit Bintang,500000,1,1,522.022,Fully Furnished,Built-up,1,0,0,Serviced Residence,Bronze,Small
Sri Hartamas,4200000,6,3,2400.0,Partly Furnished,Land area,5,0,0,Terrace/Link House,Deluxe,Large
Bukit Bintang,2100000,3,1,18222.022,Fully Furnished,Built-up,3,0,0,Condominium,Gold,Extra Large
Cheras,1350000,5,3,7584.084,Partly Furnished,Land area,5,0,0,Semi-detached House,Gold,Extra Large
KLCC,4936800,5,2,4488.088,Fully Furnished,Built-up,4,0,0,Condominium,Deluxe,Extra Large
Bukit Bintang,7790000,6,2,4100.0,Partly Furnished,Built-up,4,1,0,Serviced Residence,Deluxe,Extra Large
Bangsar,8840000,5,3,5200.0,Partly Furnished,Built-up,4,1,0,Condominium,Deluxe,Extra Large
